Please,Sms,Account,Customer,Card,Email,Apple,Details,Update,Iphone,Online,Bank,Link,Message,Call,Store,Today,Nationwide,Refund,Due,size,email,http,phone,character,misspell,noun,pronoun,adjective,verb,adverb,preposition,conjunction,ari,fleashease,fleashgrade,gunning,smong,coleman,level
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,44.44,2,0,3,0,2,1,1,5.37,60.7,7.77,14.8,12.49,7.71,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,28.57,1,1,1,2,0,0,0,-2.43,127.58,-3.54,1.6,3,-1.52,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,0,0,0,0,22.22,3,5,3,3,2,0,2,5.46,90.64,4.34,9.87,9.71,6.2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,0,0,0,0,20.69,6,2,3,0,3,2,1,0.82,98.25,1.54,5.7,6.87,3.27,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,80,2,1,1,0,0,0,0,2,92.97,2.28,3.2,3,4.75,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,33.33,2,1,0,0,0,1,0,-4.37,122.5,-1.59,3.6,3,-3.43,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,100,1,0,0,0,0,0,0,-8.83,139.32,-5.18,1.6,3,-10.05,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198,0,0,0,0,10.26,9,4,3,2,3,4,1,3.18,95.94,3.36,8.46,8.48,4.07,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,27.27,3,1,0,1,2,0,0,-2.79,133.26,-3.59,2.8,3,-1.15,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,0,0,0,45.45,4,0,2,1,1,1,0,20.22,-0.75,16.84,14.17,12.49,25.39,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0,20,2,3,0,2,0,1,0,3.53,94.56,4.54,9.42,8.48,2.49,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,0,0,0,0,15.38,10,3,1,1,1,3,3,3.22,104.35,0.94,9.12,9.32,5.88,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,40,5,0,0,0,0,3,0,-0.08,102.53,2.19,5.2,3,0.47,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,50,1,1,0,0,1,0,0,-5.09,144.34,-5.38,2.4,3,-4.11,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,50,1,1,0,1,1,0,0,-2.45,115.13,-1.06,2.8,3,-0.73,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,40,3,1,1,0,0,1,0,-5.65,135.26,-3.62,3.2,3,-4.83,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,33.33,4,0,2,2,0,0,0,-1.04,126.41,-2.63,2.8,3,1.01,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0,20,3,2,1,1,2,1,0,0,119.09,-1.36,3.2,3,2.15,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,20,2,2,0,1,3,0,0,1.37,109.04,1.28,5.2,3,2.28,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,0,0,0,0,6.67,4,5,2,2,1,5,2,10.34,88.74,9.08,13.2,3,2.39,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,33.33,2,1,1,1,0,0,0,-1.39,118.17,-2.23,1.6,3,-0.22,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,40,1,2,0,1,0,0,0,-4.48,145.84,-5.09,3.2,3,-3.35,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,57.14,2,1,0,0,0,1,0,-4.37,122.5,-1.59,3.6,3,-3.43,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,37.5,3,1,1,0,0,1,2,-0.94,157.22,-5.94,4.4,3,0.21,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,0,0,0,0,7.69,6,1,3,4,2,4,0,-2.05,112.21,-0.65,4.18,5.74,-0.24,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,27.27,4,1,0,1,0,2,2,1.72,126.15,-0.86,8.46,8.48,2.25,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,33.33,3,0,0,2,0,0,0,-2.28,113.1,-0.28,3.6,3,-0.81,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,0,0,0,0,16,7,2,2,2,0,2,1,9.39,90.79,7.55,12.63,8.48,4.16,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,30,1,1,4,0,0,0,0,-6.59,155.19,-6.9,2.4,3,-5.92,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,28.57,2,3,0,2,0,2,0,-2.22,119.09,-1.36,3.2,3,-0.62,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,18.18,3,1,0,0,1,2,0,8.78,71.77,6.73,14.17,12.49,11.09,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,0,0,0,0,23.33,5,3,3,2,3,3,1,0.91,90.56,3.36,6.82,7.47,2.53,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,16.67,2,0,2,1,2,1,0,-1.67,109.49,-0.27,2.8,3,0.23,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164,0,0,0,0,6.06,5,5,4,2,1,1,2,4.24,99.39,3.87,8.28,6.87,3.11,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,0,0,0,0,7.69,4,3,2,0,2,2,2,-0.68,98.51,1.75,4.98,6.16,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,42.86,2,0,0,1,1,0,0,-0.89,154.38,-5.79,4,3,0.64,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,0,0,0,23.08,4,0,3,1,1,2,0,5.41,84.84,5.4,8.9,8.48,5.88,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,60,3,0,0,0,1,0,0,-3.89,124.69,-2.15,3.2,3,-2.62,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,25,3,0,0,3,1,1,0,-0.43,112.65,1.27,6,3,-0.92,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,20,2,1,2,2,0,1,1,-0.43,96.62,1.27,5.48,6.87,1.79,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,0,0,0,0,12.5,3,2,1,1,3,2,2,10.04,79.16,8.93,10.8,3,5.56,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,25,2,0,2,1,1,0,0,-4.12,109.47,-0.77,9.27,8.48,-3.05,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,100,2,0,0,0,0,0,0,-8.83,139.32,-5.18,1.6,3,-10.05,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,14.29,5,0,0,1,1,1,0,4.25,90.05,4.92,6.8,3,3.92,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,66.67,2,0,0,0,0,1,0,2.77,102.05,0.52,9.07,8.48,5.71,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,37.5,4,0,0,0,1,1,0,-6.26,155.61,-7.2,2,3,-5.73,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,40,2,1,1,0,0,1,1,2.82,89.52,4,11.35,10.75,4.09,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,0,0,0,0,12,4,4,3,3,1,3,1,9.56,84.75,8.39,12.63,8.48,4.37,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,37.5,4,1,1,1,1,1,1,-0.81,130.91,-2.76,3.6,3,0.88,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,0,0,0,0,28.57,7,0,2,0,0,2,0,12.8,62.11,10.31,10.94,8.48,11.32,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,33.33,2,1,0,0,2,1,0,-5.94,131.9,-2.9,3.6,3,-5.39,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,0,0,0,0,12.9,4,1,3,5,1,2,0,0.72,96.14,2.58,6.75,7.47,2.17,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,28.57,2,1,1,0,0,0,0,-3.24,145.93,-4.61,4,3,-2.31,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,0,0,0,0,19.05,6,3,2,1,3,1,1,0.47,117.11,-0.09,4.8,3,1.58,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,40,2,1,0,0,0,1,0,0.82,103.54,0.81,8.2,8.48,3.27,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,30.77,3,0,2,1,2,1,0,3.69,95.03,4.23,9.15,8.48,3.22,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,22.22,1,2,0,0,3,0,0,-6.26,116.14,-1.45,2.4,3,-5.58,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,436,0,0,0,0,3.37,10,10,1,12,13,6,2,5.04,93.05,4.75,9.35,8.48,4.06,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,25,3,1,0,0,0,1,0,-0.94,111.07,0.5,4.4,3,0.21,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,27.27,3,1,3,0,0,1,0,-0.44,103.04,0.63,5.66,6.87,1.79,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0,16.67,7,0,2,0,3,2,0,3.12,99.53,2.11,8.04,8.48,5.3,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167,0,0,0,0,14.71,6,3,5,2,2,0,3,1.54,100.91,2.17,5.88,6.16,2.78,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,0,0,0,0,13.04,6,1,1,4,4,2,0,3.73,96.02,3.1,8.28,8.48,5.23,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,0,0,0,0,8.33,5,5,0,3,1,0,1,3.74,89.9,4.2,9.89,9.71,4.78,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,33.33,2,0,0,0,0,0,1,-3.27,147.92,-6.13,2,3,-1.98,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,25,3,1,0,1,0,1,0,-2.66,126.45,-1.65,4.4,3,-1.93,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,30.77,3,1,2,1,0,1,0,0.41,106,2.45,8.9,8.48,-0.37,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,50,2,0,0,0,0,0,0,-1.11,115.13,-1.06,2.8,3,0.95,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0,26.67,4,1,1,0,4,1,0,-0.71,113.1,-0.28,5.82,6.87,1.15,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,0,0,0,0,16.67,3,1,2,0,0,1,1,-0.03,109.38,-0.51,2.4,3,2.25,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,25,1,2,0,1,1,1,0,-2.23,126.45,-1.65,4.4,3,-1.39,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,25,3,1,3,0,0,1,0,-0.52,111.07,0.5,8.04,8.48,0.75,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,16.67,2,1,1,1,1,1,0,-1.67,115.13,-1.06,2.8,3,0.23,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,15.38,4,1,0,1,0,3,0,-1.83,114.11,-0.67,3.2,3,-0.04,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,20,2,0,1,1,0,3,0,-4.77,129.16,-3.27,2.4,3,-3.65,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,42.86,3,1,0,0,1,1,0,-7.15,134.08,-4.2,2,3,-7.08,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,61.54,1,0,0,0,0,0,0,4.52,85.07,5.62,6.8,3,4.26,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,50,1,1,0,1,1,0,0,-2.45,115.13,-1.06,2.8,3,-0.73,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,0,0,0,0,22.22,5,3,3,2,1,2,1,-3.23,125.62,-3.02,2,3,-2.17,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,17.65,5,3,2,1,1,1,0,-4.91,120.38,-2.04,2.4,3,-3.81,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,0,0,0,0,15,5,2,2,2,0,1,2,2.14,118.43,-0.53,4.4,3,3.87,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,28.57,3,1,0,1,0,0,0,-6.21,134.08,-4.2,6,6.87,-5.9,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,27.27,3,2,0,0,3,1,0,-4.63,118.17,-2.23,1.6,3,-4.14,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,50,3,1,2,1,1,1,0,4.25,95.03,4.23,11.51,10.75,3.92,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,100,1,0,1,0,0,0,0,-5.74,151,-6.56,2,3,-5.31,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,25,4,1,1,0,1,1,1,2.08,95.73,3.63,11.33,10.75,2.23,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,41.67,4,0,1,0,2,2,0,0.51,112.65,1.27,6,3,0.26,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,50,1,1,0,1,1,0,0,-2.45,115.13,-1.06,2.8,3,-0.73,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,50,2,0,1,1,0,0,0,-4.89,141.3,-4.21,3.6,3,-4.08,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,0,0,0,11.76,3,2,3,0,1,1,0,-0.65,103.63,1.29,6,6.87,0.93,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,25,4,0,1,1,1,1,1,3.67,81.29,3.66,5.47,6.87,6.9,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,100,2,0,0,0,0,0,0,-8.15,147.39,-6.55,1.2,3,-11.07,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,0,0,0,0,20.83,1,0,1,0,0,0,0,1.39,97.43,1.91,3.6,3,3.77,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,16.67,2,1,1,2,1,0,0,4.28,101.37,2.85,11.33,10.75,4.97,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,0,0,0,0,18.52,5,3,1,3,0,2,0,-4.5,112.92,-1.75,2.68,5.07,-4.82,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,37.5,2,1,1,0,2,1,0,1.63,111.07,0.5,4.4,3,3.43,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,22.22,2,1,0,2,0,1,0,-0.91,103,1.87,4.8,3,-0.14,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,0,0,0,0,29.63,7,0,4,2,5,1,1,0.04,121.11,0.09,6,3,-0.33,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,0,0,0,0,41.18,3,1,3,2,0,3,0,9.53,76.56,7.55,12,10.75,8.91,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,40,2,1,0,0,1,1,0,-4.48,145.84,-5.09,3.2,3,-3.35,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,0,0,0,0,21.21,9,0,4,2,2,2,1,-1.3,107.7,1.22,5.91,6.16,-0.63,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,0,0,0,0,8.33,4,3,1,1,5,4,1,9.17,82.3,8.49,12.28,8.48,4.47,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,33.33,1,1,0,1,0,1,0,-4.37,141.3,-4.21,3.6,3,-3.43,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,100,2,0,0,0,0,0,0,2.77,102.05,0.52,9.07,8.48,5.71,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,50,0,0,0,1,1,1,0,-1.11,115.13,-1.06,2.8,3,0.95,0
